MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367615820,2018-01-01T10:30:18Z,46.20578,-123.38681,0,0,511,NA,NA,NA,NA,0,NA,NA,NA,NA,A
303295000,2018-01-01T11:33:30Z,53.84143,-166.5836,0.1,276.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367327920,2018-01-01T07:59:24Z,32.35808,-90.88308,0,297.3,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
338085137,2018-01-01T10:30:06Z,34.80675,-87.6269,0,136.1,326,NA,NA,NA,NA,0,NA,NA,NA,NA,A
303295000,2018-01-01T11:34:40Z,53.84143,-166.5836,0.1,270.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367327920,2018-01-01T07:58:13Z,32.35811,-90.88306,0,296.3,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
303295000,2018-01-01T11:35:49Z,53.84141,-166.58361,0.1,275,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367327920,2018-01-01T07:57:04Z,32.35808,-90.8831,0,291.5,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:55:54Z,32.35808,-90.88313,0,290.3,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:54:53Z,32.35812,-90.88306,0,287.3,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:53:44Z,32.35809,-90.88308,0,283.6,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:52:33Z,32.3581,-90.88308,0,292.3,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:50:23Z,32.35813,-90.88307,0,286.1,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:51:24Z,32.35811,-90.88306,0,284.2,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
303295000,2018-01-01T11:32:20Z,53.84143,-166.5836,0.2,288.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367327920,2018-01-01T07:49:14Z,32.35814,-90.88305,0,282.3,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:48:04Z,32.35813,-90.88305,0.1,274.6,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
303295000,2018-01-01T11:31:10Z,53.84142,-166.58358,0,297.6,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367327920,2018-01-01T07:46:53Z,32.35812,-90.88306,0,292.5,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
303295000,2018-01-01T11:30:00Z,53.84143,-166.5836,0,291,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:01:06Z,45.64345,-122.75283,0,258.2,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367327920,2018-01-01T07:45:44Z,32.35812,-90.88307,0,296.5,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367513150,2018-01-01T14:02:07Z,45.64344,-122.75282,0,263.7,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367327920,2018-01-01T07:44:43Z,32.35813,-90.88304,0,293.9,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
367327920,2018-01-01T07:43:34Z,32.35813,-90.88306,0,292.2,511,MARITIME,NA,WCZ5279,31,0,15,6,NA,31,A
303198000,2018-01-01T09:24:10Z,29.3236,-94.78208,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:27:40Z,53.84142,-166.58365,0.2,252.9,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:25:20Z,29.32361,-94.78207,0,274.4,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:28:50Z,53.84142,-166.58361,0.1,268.6,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:26:30Z,53.84142,-166.58365,0.2,294,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:25:29Z,53.84142,-166.58367,0.2,299.5,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:24:20Z,53.84142,-166.58367,0.1,297.2,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:03:09Z,45.64346,-122.75283,0.1,276.3,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:21:59Z,53.84141,-166.58366,0.1,293.1,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:04:16Z,45.64344,-122.75283,0,281.2,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:23:10Z,53.84141,-166.58367,0,291.5,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:27:39Z,29.32361,-94.78207,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:05:25Z,45.64342,-122.75282,0.1,279.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T14:06:28Z,45.64343,-122.75282,0,281.6,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:28:40Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:07:36Z,45.64343,-122.75282,0.1,280.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:26:30Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:08:45Z,45.64343,-122.75282,0.1,279.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:29:49Z,29.32362,-94.78207,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:09:48Z,45.64345,-122.75282,0.1,283.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T14:11:08Z,45.64343,-122.75285,0.1,296.1,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T14:12:28Z,45.64345,-122.75284,0.1,290.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T14:13:36Z,45.64345,-122.75284,0.1,287.6,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:30:58Z,29.32362,-94.78208,0,274.4,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:20:49Z,53.84142,-166.58366,0.1,279.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:19:40Z,53.84143,-166.58363,0,299.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:18:30Z,53.84142,-166.58364,0.2,297,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:16:19Z,53.84141,-166.58365,0.1,317.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:17:20Z,53.84141,-166.58365,0.1,282.2,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:14:46Z,45.64345,-122.75286,0,285.6,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:13:59Z,53.8414,-166.58368,0.1,270.4,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:12:49Z,53.84139,-166.58368,0,270.4,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:31:59Z,29.32362,-94.78207,0,274.4,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:16:15Z,45.64345,-122.75283,0.1,288.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:15:10Z,53.84141,-166.58367,0.1,286,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:17:25Z,45.64344,-122.75284,0,278.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:33:10Z,29.32362,-94.78207,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:18:29Z,45.64344,-122.75284,0,279.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:34:19Z,29.32361,-94.7821,0,274.4,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T09:35:20Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:19:36Z,45.64341,-122.75283,0,287.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:11:41Z,53.8414,-166.58367,0.1,270.2,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:20:37Z,45.64342,-122.75284,0.1,288.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:10:30Z,53.8414,-166.58372,0.1,264.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:36:30Z,29.32361,-94.78207,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:22:08Z,45.64344,-122.75286,0.1,288.2,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:37:40Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:23:46Z,45.64344,-122.75284,0,289,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:38:50Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:24:56Z,45.64343,-122.75283,0.1,289.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:40:00Z,29.32361,-94.7821,0,274.4,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:09:20Z,53.8414,-166.58371,0.1,261.1,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:41:10Z,29.32361,-94.7821,0,274.4,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T09:42:21Z,29.32361,-94.7821,0,274.4,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:08:19Z,53.84139,-166.5837,0.1,242.5,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:43:29Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T09:44:50Z,29.32361,-94.7821,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:07:10Z,53.8414,-166.5837,0.1,194,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:26:00Z,45.64344,-122.75283,0.1,287,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:05:59Z,53.84139,-166.58372,0.1,176.8,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T09:46:00Z,29.32361,-94.78207,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:27:47Z,45.64342,-122.7528,0.1,291.3,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:04:50Z,53.84141,-166.58368,0,175.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:29:05Z,45.64341,-122.75282,0,287.7,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T09:47:01Z,29.32361,-94.78207,0,274.4,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T11:03:39Z,53.84143,-166.58376,0.1,180.6,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:02:30Z,53.84145,-166.58368,0.1,157.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T11:01:19Z,53.84141,-166.58365,0.1,152.2,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T10:56:49Z,53.84143,-166.58362,0.1,119.1,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T10:57:50Z,53.84145,-166.58363,0.1,132.9,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T10:55:39Z,53.84143,-166.58363,0.1,119.2,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T10:58:59Z,53.84144,-166.58362,0.1,145.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:31:07Z,45.64343,-122.75282,0.1,294.3,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:23:27Z,29.32359,-94.78207,0,281.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T14:33:05Z,45.64343,-122.75282,0.1,283.1,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T11:00:10Z,53.84141,-166.58369,0.1,143.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T14:34:07Z,45.64341,-122.7528,0.1,280.1,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T14:35:08Z,45.64342,-122.75281,0.1,279.3,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T15:48:38Z,45.5971,-122.77445,3,143.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T15:49:59Z,45.59688,-122.77419,0.4,321.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T15:51:05Z,45.59664,-122.77492,5.1,244.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:24:29Z,29.3236,-94.78207,0,280.8,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T15:52:26Z,45.59615,-122.77763,4.7,248.7,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:25:39Z,29.3236,-94.78207,0,280.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:53:19Z,53.84144,-166.58363,0.1,118.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T15:53:28Z,45.59556,-122.77867,1.8,204.8,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:26:50Z,29.3236,-94.78207,0,280.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T15:54:39Z,45.59554,-122.77872,0.9,30.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T10:54:30Z,53.84147,-166.58361,0,133.1,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T16:27:59Z,29.3236,-94.78208,0,280.8,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T15:55:46Z,45.5946,-122.77754,3.9,178.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T10:52:10Z,53.84139,-166.58367,0.2,120,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T15:57:18Z,45.59419,-122.77752,0.2,131.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T15:58:19Z,45.59417,-122.7775,0.2,164.6,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T16:00:05Z,45.59417,-122.77748,0.1,177.3,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T15:59:26Z,45.59414,-122.7775,0.1,172,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T16:01:06Z,45.59417,-122.77749,0,199.6,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:30:10Z,29.3236,-94.78208,0,309.6,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T16:02:07Z,45.59416,-122.77749,0.1,211.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:29:00Z,29.3236,-94.78207,0,280.8,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:31:20Z,29.3236,-94.78208,0,309.6,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:32:28Z,29.3236,-94.78208,0,309.6,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:33:29Z,29.3236,-94.78208,0,309.6,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:34:59Z,29.3236,-94.78208,0.1,282.7,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:36:10Z,29.3236,-94.78207,0,282.7,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:50:59Z,53.84136,-166.58369,0.1,108.1,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T16:37:20Z,29.3236,-94.78208,0,282.7,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T16:03:16Z,45.59417,-122.77752,0.1,227.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T10:49:49Z,53.8414,-166.58369,0.1,100.6,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T16:38:28Z,29.3236,-94.78208,0,282.7,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:39:39Z,29.3236,-94.78208,0,282.7,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:40:40Z,29.3236,-94.78208,0,282.7,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:41:47Z,29.3236,-94.78207,0.1,265.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:47:29Z,53.84141,-166.58368,0.2,136.5,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T16:42:49Z,29.3236,-94.78208,0,151.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:43:57Z,29.3236,-94.78207,0,151.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T16:04:17Z,45.59416,-122.77751,0.1,233.1,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:44:59Z,29.3236,-94.7821,0,151.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:46:00Z,29.3236,-94.78207,0,151.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:47:09Z,29.3236,-94.7821,0,151.8,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T16:05:19Z,45.59417,-122.77748,0.1,229.7,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:48:19Z,29.32361,-94.78207,0,305.6,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T16:06:28Z,45.59418,-122.77749,0.1,250.5,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:49:30Z,29.32361,-94.78208,0,305.6,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
367513150,2018-01-01T16:07:29Z,45.59415,-122.77751,0.1,258.9,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:50:40Z,29.32361,-94.78208,0,305.6,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:48:39Z,53.8414,-166.58369,0,133.9,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T16:51:49Z,29.3236,-94.78208,0,305.6,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:45:10Z,53.8415,-166.58365,0.2,129.4,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T10:46:20Z,53.84145,-166.58365,0.1,129.4,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303295000,2018-01-01T10:44:09Z,53.84141,-166.58369,0.1,134.2,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T16:08:35Z,45.59418,-122.77747,0,240.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
367513150,2018-01-01T16:09:36Z,45.59416,-122.77749,0.1,232.7,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T16:53:00Z,29.3236,-94.78208,0,305.6,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:54:17Z,29.3236,-94.78207,0,305.2,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T16:55:18Z,29.3236,-94.78207,0,305.2,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:43:00Z,53.84142,-166.58367,0.1,119,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T16:56:28Z,29.32361,-94.78207,0,305.2,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303198000,2018-01-01T15:13:19Z,29.3236,-94.78207,0,281.1,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:41:49Z,53.84138,-166.58369,0.2,118.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T15:14:29Z,29.3236,-94.78207,0.1,268.6,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:40:40Z,53.8414,-166.58365,0.2,158.4,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T15:15:30Z,29.3236,-94.78208,0,270.6,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:39:29Z,53.84141,-166.58367,0.1,170.7,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T16:10:37Z,45.59416,-122.77749,0.1,245,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T10:38:20Z,53.84143,-166.58363,0,156.6,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T16:11:39Z,45.59416,-122.77749,0.1,225.1,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303295000,2018-01-01T10:37:09Z,53.84144,-166.5836,0,146,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T16:12:41Z,45.59413,-122.77752,0,246.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T15:16:37Z,29.32361,-94.78207,0,281.3,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:34:50Z,53.84142,-166.58362,0.1,142.9,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T16:13:46Z,45.59414,-122.7775,0.1,236.4,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T15:17:38Z,29.3236,-94.78208,0,281.3,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:36:00Z,53.84141,-166.5836,0.2,135.4,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
367513150,2018-01-01T16:14:56Z,45.59414,-122.77749,0,228.8,511,COLUMBIA,IMO7042899,WDG2197,31,0,28,8,3,52,A
303198000,2018-01-01T15:18:47Z,29.3236,-94.78207,0,281.3,38,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:33:30Z,53.84127,-166.58371,0.1,140.6,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T15:19:49Z,29.3236,-94.78207,0,281.3,37,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
303295000,2018-01-01T10:32:20Z,53.84137,-166.58367,0.1,143.3,511,MALOLO,IMO7614082,WYH6327,31,0,30,9,4.2,38,A
303198000,2018-01-01T15:20:59Z,29.3236,-94.78207,0,281.3,39,NRC ADMIRAL,IMO8978461,WCC8506,90,0,33,7,2.9,54,A
